Year,Region,Region Code,Livestock type,Value,Value Unit,Value Label,Null Reason
2006,North Island,Total North Island,Sheep,25564457.57,number,Kilograms of nitrogen leached,
2007,North Island,Total North Island,Beef cattle,35014192.51,number,Kilograms of nitrogen leached,
2007,North Island,Total North Island,Dairy cattle,76320839.6,number,Kilograms of nitrogen leached,
2007,North Island,Total North Island,Deer,1085134.554,number,Kilograms of nitrogen leached,
2007,North Island,Total North Island,Sheep,24330397.45,number,Kilograms of nitrogen leached,
2008,North Island,Total North Island,Beef cattle,32822602.86,number,Kilograms of nitrogen leached,
2008,North Island,Total North Island,Dairy cattle,79274220.3,number,Kilograms of nitrogen leached,
2008,North Island,Total North Island,Deer,947267.9649,number,Kilograms of nitrogen leached,
2008,North Island,Total North Island,Sheep,22199625.27,number,Kilograms of nitrogen leached,
2009,North Island,Total North Island,Beef cattle,32148808.14,number,Kilograms of nitrogen leached,
2009,North Island,Total North Island,Dairy cattle,80166673.13,number,Kilograms of nitrogen leached,
2009,North Island,Total North Island,Deer,892432.9029,number,Kilograms of nitrogen leached,
2009,North Island,Total North Island,Sheep,21030715.62,number,Kilograms of nitrogen leached,
2010,North Island,Total North Island,Beef cattle,31369452.52,number,Kilograms of nitrogen leached,
2010,North Island,Total North Island,Dairy cattle,81269445.37,number,Kilograms of nitrogen leached,
2010,North Island,Total North Island,Deer,839207.426,number,Kilograms of nitrogen leached,
2010,North Island,Total North Island,Sheep,20963542.75,number,Kilograms of nitrogen leached,
2011,North Island,Total North Island,Beef cattle,30327735.91,number,Kilograms of nitrogen leached,
2011,North Island,Total North Island,Dairy cattle,83562009.37,number,Kilograms of nitrogen leached,
2011,North Island,Total North Island,Deer,819992.5037,number,Kilograms of nitrogen leached,
2011,North Island,Total North Island,Sheep,20198176.02,number,Kilograms of nitrogen leached,
2012,North Island,Total North Island,Beef cattle,29427040.54,number,Kilograms of nitrogen leached,
2012,North Island,Total North Island,Dairy cattle,83443724.78,number,Kilograms of nitrogen leached,
2012,North Island,Total North Island,Deer,806015.486,number,Kilograms of nitrogen leached,
2012,North Island,Total North Island,Sheep,19939634.82,number,Kilograms of nitrogen leached,
2013,North Island,Total North Island,Beef cattle,29027258.31,number,Kilograms of nitrogen leached,
2013,North Island,Total North Island,Dairy cattle,82575929.74,number,Kilograms of nitrogen leached,
2013,North Island,Total North Island,Deer,808410.6062,number,Kilograms of nitrogen leached,
2013,North Island,Total North Island,Sheep,19585894.6,number,Kilograms of nitrogen leached,
2014,North Island,Total North Island,Beef cattle,28803920.69,number,Kilograms of nitrogen leached,
2014,North Island,Total North Island,Dairy cattle,84078826.69,number,Kilograms of nitrogen leached,
2014,North Island,Total North Island,Deer,736257.1786,number,Kilograms of nitrogen leached,
2014,North Island,Total North Island,Sheep,18771995.82,number,Kilograms of nitrogen leached,
2015,North Island,Total North Island,Beef cattle,27928783.31,number,Kilograms of nitrogen leached,
2015,North Island,Total North Island,Dairy cattle,80709216.54,number,Kilograms of nitrogen leached,
2015,North Island,Total North Island,Deer,712738.4685,number,Kilograms of nitrogen leached,
2015,North Island,Total North Island,Sheep,18979056.49,number,Kilograms of nitrogen leached,
2016,North Island,Total North Island,Beef cattle,27807996.18,number,Kilograms of nitrogen leached,
2016,North Island,Total North Island,Dairy cattle,85511265.99,number,Kilograms of nitrogen leached,
2016,North Island,Total North Island,Deer,634762.7111,number,Kilograms of nitrogen leached,
2016,North Island,Total North Island,Sheep,17906043.07,number,Kilograms of nitrogen leached,
2017,North Island,Total North Island,Beef cattle,28566769.53,number,Kilograms of nitrogen leached,
2017,North Island,Total North Island,Dairy cattle,83584171,number,Kilograms of nitrogen leached,
2017,North Island,Total North Island,Deer,616660.9583,number,Kilograms of nitrogen leached,
2017,North Island,Total North Island,Sheep,17790358.45,number,Kilograms of nitrogen leached,
1990,South Island,Total South Island,Beef cattle,8551080.453,number,Kilograms of nitrogen leached,
1990,South Island,Total South Island,Dairy cattle,7399637.636,number,Kilograms of nitrogen leached,
1990,South Island,Total South Island,Deer,771148.7624,number,Kilograms of nitrogen leached,
1990,South Island,Total South Island,Sheep,27353754.88,number,Kilograms of nitrogen leached,
1991,South Island,Total South Island,Beef cattle,8673944.741,number,Kilograms of nitrogen leached,
1991,South Island,Total South Island,Dairy cattle,7693720.122,number,Kilograms of nitrogen leached,
1991,South Island,Total South Island,Deer,911464.0316,number,Kilograms of nitrogen leached,
1991,South Island,Total South Island,Sheep,26363869.39,number,Kilograms of nitrogen leached,
1992,South Island,Total South Island,Beef cattle,8610762.197,number,Kilograms of nitrogen leached,
1992,South Island,Total South Island,Dairy cattle,8007448.752,number,Kilograms of nitrogen leached,
1992,South Island,Total South Island,Deer,943894.3547,number,Kilograms of nitrogen leached,
1992,South Island,Total South Island,Sheep,25532120.56,number,Kilograms of nitrogen leached,
1993,South Island,Total South Island,Beef cattle,9109335.581,number,Kilograms of nitrogen leached,
1993,South Island,Total South Island,Dairy cattle,9261459.862,number,Kilograms of nitrogen leached,
1993,South Island,Total South Island,Deer,948435.9026,number,Kilograms of nitrogen leached,
1993,South Island,Total South Island,Sheep,24918299.26,number,Kilograms of nitrogen leached,
1994,South Island,Total South Island,Beef cattle,10140815.47,number,Kilograms of nitrogen leached,
1994,South Island,Total South Island,Dairy cattle,11507581.64,number,Kilograms of nitrogen leached,
1994,South Island,Total South Island,Deer,1102094.959,number,Kilograms of nitrogen leached,
1994,South Island,Total South Island,Sheep,24905230.8,number,Kilograms of nitrogen leached,
1995,South Island,Total South Island,Beef cattle,10659775.57,number,Kilograms of nitrogen leached,
1995,South Island,Total South Island,Dairy cattle,12580852.79,number,Kilograms of nitrogen leached,
1995,South Island,Total South Island,Deer,1129909.648,number,Kilograms of nitrogen leached,
1995,South Island,Total South Island,Sheep,24413292.03,number,Kilograms of nitrogen leached,
1996,South Island,Total South Island,Beef cattle,10418135.72,number,Kilograms of nitrogen leached,
1996,South Island,Total South Island,Dairy cattle,13293370.72,number,Kilograms of nitrogen leached,
1996,South Island,Total South Island,Deer,1159916.23,number,Kilograms of nitrogen leached,
1996,South Island,Total South Island,Sheep,23733317.21,number,Kilograms of nitrogen leached,
1997,South Island,Total South Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
1997,South Island,Total South Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
1997,South Island,Total South Island,Deer,,number,Kilograms of nitrogen leached,not available
1997,South Island,Total South Island,Sheep,,number,Kilograms of nitrogen leached,not available
1998,South Island,Total South Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
1998,South Island,Total South Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
1998,South Island,Total South Island,Deer,,number,Kilograms of nitrogen leached,not available
1998,South Island,Total South Island,Sheep,,number,Kilograms of nitrogen leached,not available
1999,South Island,Total South Island,Beef cattle,10751600.22,number,Kilograms of nitrogen leached,
1999,South Island,Total South Island,Dairy cattle,17308488.71,number,Kilograms of nitrogen leached,
1999,South Island,Total South Island,Deer,1823984.038,number,Kilograms of nitrogen leached,
1999,South Island,Total South Island,Sheep,23211968.81,number,Kilograms of nitrogen leached,
2000,South Island,Total South Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
2000,South Island,Total South Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
2000,South Island,Total South Island,Deer,,number,Kilograms of nitrogen leached,not available
2000,South Island,Total South Island,Sheep,,number,Kilograms of nitrogen leached,not available
2001,South Island,Total South Island,Beef cattle,,number,Kilograms of nitrogen leached,not available
2001,South Island,Total South Island,Dairy cattle,,number,Kilograms of nitrogen leached,not available
2001,South Island,Total South Island,Deer,,number,Kilograms of nitrogen leached,not available
2001,South Island,Total South Island,Sheep,,number,Kilograms of nitrogen leached,not available
2002,South Island,Total South Island,Beef cattle,9790103.772,number,Kilograms of nitrogen leached,
2002,South Island,Total South Island,Dairy cattle,24954221.05,number,Kilograms of nitrogen leached,
2002,South Island,Total South Island,Deer,1795757.911,number,Kilograms of nitrogen leached,
2002,South Island,Total South Island,Sheep,19505648,number,Kilograms of nitrogen leached,
2003,South Island,Total South Island,Beef cattle,10359014.46,number,Kilograms of nitrogen leached,
2003,South Island,Total South Island,Dairy cattle,24700149.75,number,Kilograms of nitrogen leached,
2003,South Island,Total South Island,Deer,1859835.817,number,Kilograms of nitrogen leached,
2003,South Island,Total South Island,Sheep,19467941.96,number,Kilograms of nitrogen leached,
2004,South Island,Total South Island,Beef cattle,9792993.208,number,Kilograms of nitrogen leached,
2004,South Island,Total South Island,Dairy cattle,26119382.18,number,Kilograms of nitrogen leached,
2004,South Island,Total South Island,Deer,1975201.379,number,Kilograms of nitrogen leached,
2004,South Island,Total South Island,Sheep,18860055.11,number,Kilograms of nitrogen leached,
2005,South Island,Total South Island,Beef cattle,9848923.174,number,Kilograms of nitrogen leached,
2005,South Island,Total South Island,Dairy cattle,26029548.79,number,Kilograms of nitrogen leached,
2005,South Island,Total South Island,Deer,2000429.533,number,Kilograms of nitrogen leached,
2005,South Island,Total South Island,Sheep,19118210.97,number,Kilograms of nitrogen leached,
2006,South Island,Total South Island,Beef cattle,9952862.748,number,Kilograms of nitrogen leached,
2006,South Island,Total South Island,Dairy cattle,27725302.63,number,Kilograms of nitrogen leached,
2006,South Island,Total South Island,Deer,1904177.979,number,Kilograms of nitrogen leached,
2006,South Island,Total South Island,Sheep,18814006.08,number,Kilograms of nitrogen leached,
2007,South Island,Total South Island,Beef cattle,10448026.99,number,Kilograms of nitrogen leached,
2007,South Island,Total South Island,Dairy cattle,30888430.37,number,Kilograms of nitrogen leached,
2007,South Island,Total South Island,Deer,1675084.243,number,Kilograms of nitrogen leached,
2007,South Island,Total South Island,Sheep,18234196.82,number,Kilograms of nitrogen leached,
2008,South Island,Total South Island,Beef cattle,9861539.135,number,Kilograms of nitrogen leached,
2008,South Island,Total South Island,Dairy cattle,33701662.59,number,Kilograms of nitrogen leached,
2008,South Island,Total South Island,Deer,1457579.286,number,Kilograms of nitrogen leached,
2008,South Island,Total South Island,Sheep,15703798.74,number,Kilograms of nitrogen leached,
2009,South Island,Total South Island,Beef cattle,10152473.51,number,Kilograms of nitrogen leached,
2009,South Island,Total South Island,Dairy cattle,38243411.15,number,Kilograms of nitrogen leached,
2009,South Island,Total South Island,Deer,1387329.932,number,Kilograms of nitrogen leached,
2009,South Island,Total South Island,Sheep,14944934.28,number,Kilograms of nitrogen leached,
2010,South Island,Total South Island,Beef cattle,9353707.476,number,Kilograms of nitrogen leached,
2010,South Island,Total South Island,Dairy cattle,37585470.15,number,Kilograms of nitrogen leached,
2010,South Island,Total South Island,Deer,1363887.583,number,Kilograms of nitrogen leached,
2010,South Island,Total South Island,Sheep,15148105.18,number,Kilograms of nitrogen leached,
2011,South Island,Total South Island,Beef cattle,9233335.041,number,Kilograms of nitrogen leached,
2011,South Island,Total South Island,Dairy cattle,40580722.93,number,Kilograms of nitrogen leached,
2011,South Island,Total South Island,Deer,1313018.77,number,Kilograms of nitrogen leached,
2011,South Island,Total South Island,Sheep,14341392.97,number,Kilograms of nitrogen leached,
2012,South Island,Total South Island,Beef cattle,9022900.285,number,Kilograms of nitrogen leached,
2012,South Island,Total South Island,Dairy cattle,45116981.2,number,Kilograms of nitrogen leached,
2012,South Island,Total South Island,Deer,1288059.134,number,Kilograms of nitrogen leached,
2012,South Island,Total South Island,Sheep,14701692.24,number,Kilograms of nitrogen leached,
2013,South Island,Total South Island,Beef cattle,9048410.151,number,Kilograms of nitrogen leached,
2013,South Island,Total South Island,Dairy cattle,47077143.95,number,Kilograms of nitrogen leached,
2013,South Island,Total South Island,Deer,1230941.402,number,Kilograms of nitrogen leached,
2013,South Island,Total South Island,Sheep,14470359.29,number,Kilograms of nitrogen leached,
2014,South Island,Total South Island,Beef cattle,9069457.612,number,Kilograms of nitrogen leached,
2014,South Island,Total South Island,Dairy cattle,49456632.03,number,Kilograms of nitrogen leached,
2014,South Island,Total South Island,Deer,1160264.65,number,Kilograms of nitrogen leached,
2014,South Island,Total South Island,Sheep,14154672.57,number,Kilograms of nitrogen leached,
2015,South Island,Total South Island,Beef cattle,8680626.752,number,Kilograms of nitrogen leached,
2015,South Island,Total South Island,Dairy cattle,47983182.63,number,Kilograms of nitrogen leached,
2015,South Island,Total South Island,Deer,1073169.235,number,Kilograms of nitrogen leached,
2015,South Island,Total South Island,Sheep,13357640.22,number,Kilograms of nitrogen leached,
2016,South Island,Total South Island,Beef cattle,8639201.137,number,Kilograms of nitrogen leached,
2016,South Island,Total South Island,Dairy cattle,46376009.29,number,Kilograms of nitrogen leached,
2016,South Island,Total South Island,Deer,1020140.344,number,Kilograms of nitrogen leached,
2016,South Island,Total South Island,Sheep,12713503.76,number,Kilograms of nitrogen leached,
2017,South Island,Total South Island,Beef cattle,8677882.621,number,Kilograms of nitrogen leached,
2017,South Island,Total South Island,Dairy cattle,46221961,number,Kilograms of nitrogen leached,
2017,South Island,Total South Island,Deer,1027875.268,number,Kilograms of nitrogen leached,
